date,username,tweet_retweet_count,tweet_favorite_count,user_follower_count,user_friends_count,user_listed_count,user_verified_status,user_favorites_count,user_num_of_tweets,tweet
02/07/2017,Critter_Doc,3249,0,29,197,2,False,635,660,"RT @igorvolsky: DeVos plagiarized Senate answers, proved she doesn't understand (or care) about public ed

But! Her family gave $950K to GO…"
02/07/2017,sassyemmy3,2,0,1096,2634,65,False,6478,54590,RT @missLtoe: Here's how much Betsy DeVos and family spent to back GOP senators who confirmed her https://t.co/xocu4E3Dgy /find your state…
02/07/2017,theresamax,836,0,51409,48354,1753,False,29574,227265,"RT @naretevduorp: .@SenJohnMcCain @LindseyGrahamSC  you voted for DeVos, so don't ever again hold yourselves out as the conscience of the G…"
02/07/2017,directorrector,5704,0,1878,2497,26,False,32466,23424,"RT @LabSplice: ""If Betsy DeVos can be Education Secretary, then I can certainly do whatever the fuck it is you do here."" My cover letter, i…"
02/07/2017,liberalsmith,1763,0,1458,1842,57,False,160,4193,RT @JohnFugelsang: VP Pence making DeVos Ed Sec is a victory for every unqualified person who's ever gotten a job they don't understand at…
02/07/2017,foodrefuge,2,0,102,360,7,False,1842,709,RT @Sej_Singh: Are you mad that Betsy DeVos bought her way to confirmation at Ed Secretary? The best way to push back is to run for your lo…
02/07/2017,GaiaL6,24546,0,127,182,5,False,3392,2811,"RT @StephenAtHome: Elementary math under Betsy Devos
Q: Ned and Sheryl each have 4 apples. Who has more apples?
A: Whomever Mike Pence deci…"
02/07/2017,grantmeaccess,26,0,1767,2371,148,False,2335,11648,"RT @AnnieWaldman: On the same day Betsy DeVos is confirmed as ED secretary, GOP lawmakers propose bill to abolish Education Dept. https://t…"
02/07/2017,queenozymandias,5,0,249,646,6,False,4272,4803,"RT @jacremes: 5. The second reason Republicans support DeVos is like her, they hate public schools. They hate the people who work there and…"
02/07/2017,cferrer777,167,0,1082,106,311,False,2817,143542,"RT @ScottPresler: This Betsy DeVos vote proves that money is the root of all evil in politics. Collins &amp; Murkowski sold out.

#VPMikePence…"
02/07/2017,DJKatie888,0,0,456,1237,7,False,15074,4517,@SteveDeaceShow @benshapiro -please listen to @ShannonJoyRadio &amp; parents across America who love liberty &amp; know DeV… https://t.co/wET4XtQEXv
02/07/2017,jibberkit,27383,0,2685,4995,338,False,39066,49235,RT @SethMacFarlane: Betsy DeVos confirmed.  What is also confirmed is that there is not one single man of courage in the Republican Congres…
02/07/2017,realMattBoyd,7984,0,39,208,1,False,5772,256,"RT @ALT_DOJ: The Senators who voted for DeVos whose terms are up in 2018

Flake AZ
Wicker MS
Fischer NE
Heller NV
Corker TN
Cruz TX
Hatch U…"
02/07/2017,jarrod_twitR,8712,0,131,627,4,False,5044,3000,RT @ItsDanSheehan: Very important to get your DeVos jokes in while people can still read
02/07/2017,thatfishkid,24546,0,275,101,17,False,2164,2895,"RT @StephenAtHome: Elementary math under Betsy Devos
Q: Ned and Sheryl each have 4 apples. Who has more apples?
A: Whomever Mike Pence deci…"
02/07/2017,ImmortalRambo,7,0,641,591,0,False,3312,23455,"RT @BenjaminJS: If you say ""Betsy DeVos"" into the mirror 3 times, she takes your mirror and gives you a voucher for a shittier one."
02/07/2017,beckybrodnax,618,0,176,485,3,False,1259,9364,"RT @wilw: Now that DeVos is the Secretary of Education, we can count on future generations learning all about The Bowling Green Massacre."
02/07/2017,david_hourin,282,0,254,90,0,False,2404,2484,RT @OnionPolitics: Let low-income parents choose which one of their children gets to go to school https://t.co/hHFUFpGb5V https://t.co/Hfi4…
02/07/2017,dana_dee,5704,0,561,313,13,False,2177,39587,"RT @LabSplice: ""If Betsy DeVos can be Education Secretary, then I can certainly do whatever the fuck it is you do here."" My cover letter, i…"
02/07/2017,PegFrigo,236,0,95,155,3,False,166,1117,RT @thinkprogress: The senators who opposed DeVos represent 36 million more people than her supporters do https://t.co/qyNgzXXDuL https://t…
02/07/2017,timscarl,0,0,4,13,0,False,0,3,@lisamurkowski Thank you for your independent vote against Nominee Devos.  She clearly was unqualified for the job.
02/07/2017,MeliR143,13,0,176,0,2,False,7903,2621,"RT @T_Bonezzz_: [DeVos Curriculum]

Teacher: Today we're gonna learn about a talking snake, a virgin birth &amp; how u girls were once a rib

C…"
02/07/2017,Orlaf4,0,0,45,62,38,False,3,33072,Bush congratulates DeVos on confirmation https://t.co/kR5uWVOYUz
02/07/2017,VelvaDStevenson,321,0,217,295,17,False,4976,11539,"RT @YoungDems4Trump: Here are the two Republican Defectors who tried to stop us by voting against DeVos👇🏼:

@SenatorCollins 
@lisamurkowski…"
02/07/2017,beeboobopbip,0,0,35,536,0,False,1661,261,DeVos as ed sec is part of larger plan to train US children in Blackwater-style combat for coming 10th Crusade. True story. #DeVosvote
02/07/2017,BarryKathyJ,5,0,972,247,87,False,30781,51151,"RT @JewhadiTM: A reminder of how crazed the left is

1/17: Seven Desperate Liberal Lies About Trump's Education Pick Betsy DeVos https://t.…"
02/07/2017,tuxsye,27383,0,115,252,2,False,7578,5760,RT @SethMacFarlane: Betsy DeVos confirmed.  What is also confirmed is that there is not one single man of courage in the Republican Congres…
02/07/2017,BindibooDJ,186,0,24,195,0,False,730,370,RT @AltNatParkSer: #BetsyDeVos - Our new Ed Sec has a $5.3M fine SHE STILL OWES - for breaking election laws in OH. #DeVos. https://t.co/oq…
02/07/2017,hes153ter,441,0,335,260,48,False,60532,30232,"RT @Impeach_D_Trump: Betsy DeVos is the definition of Pay-for-Play - If my family contributes $200,000,000.00 to the GOP Like she did can I…"
02/07/2017,ciaobellaalora,0,0,297,1593,3,False,12229,4600,Betsy DeVos makes Sarah Palin look like Marie Curie
02/07/2017,CarrieFromPI,27,0,143,101,36,False,239,13807,RT @Doc_68W_: Public sector unions negotiate wages and working conditions with the same politicians whose campaigns they fund. This must en…
02/07/2017,kathlee06188462,121,0,481,918,18,False,18988,4675,RT @ALT_DOJ: With @AltNatParkSer We will also campaign against every single senator who voted for #DeVos.That is a promise. RT and follow t…
02/07/2017,WilLisaGraham,1,0,781,745,9,False,8698,26745,RT @jane0dell: Pray for all the little kids who are gonna get their education screwed because of DeVos
02/07/2017,xfelk,404,0,50,382,5,False,685,4082,"RT @BrianWithCheese: DeVos straight up admits that she bought her position.

This is where we are, now. https://t.co/JK00Xbgmyv"
02/07/2017,zombie_esq,2465,0,33,443,3,False,32,1838,RT @LibyaLiberty: Imagine 20-40 yrs of a Trump presidency minus a legislative or judicial branche &amp; DeVos w/free reign as education min. Th…
02/07/2017,docmartin22,618,0,1488,1971,37,False,4488,2911,"RT @wilw: Now that DeVos is the Secretary of Education, we can count on future generations learning all about The Bowling Green Massacre."
02/07/2017,scorpion_king69,24546,0,58,604,2,False,728,1586,"RT @StephenAtHome: Elementary math under Betsy Devos
Q: Ned and Sheryl each have 4 apples. Who has more apples?
A: Whomever Mike Pence deci…"
02/07/2017,MarciAdilman,7984,0,22,238,1,False,586,133,"RT @ALT_DOJ: The Senators who voted for DeVos whose terms are up in 2018

Flake AZ
Wicker MS
Fischer NE
Heller NV
Corker TN
Cruz TX
Hatch U…"
02/07/2017,stellaqueen1,785,0,228,167,10,False,44361,6008,RT @itzzkait: Wow the simpsons even predicted what would happen after Betsy DeVos won secretary of education https://t.co/5hQa11PikM
02/07/2017,Mythey,2503,0,257,78,38,False,39836,29616,"RT @Alt_DeptofED: Up re-election in 2018: Flake, Wicker, Fischer, Heller, Corker, Cruz, Hatch, Barrasso. They voted yes on DeVos. #votethem…"
02/07/2017,Kvng_Willis,5907,0,690,516,1,False,5224,4745,"RT @brianklaas: Just so we're clear, in the rest of the world there's a word for this: corruption. #DeVos https://t.co/xNt3Fqn26I"
02/07/2017,TraciRoux,61,0,41,137,0,False,3184,666,"RT @JohnLeguizamo: If u think about it, its a smart move by R's giving th job 2 DeVos, it'll insure future generations 2 b uneducated enoug…"
02/07/2017,chrisruiz2015,23978,0,28,205,0,False,253,699,"RT @GeorgeTakei: The DeVos pledge: If your senator voted YES, you pledge to vote AGAINST them in the next election and to donate to their o…"
02/07/2017,AyoCDASH,7984,0,915,566,11,False,1538,34783,"RT @ALT_DOJ: The Senators who voted for DeVos whose terms are up in 2018

Flake AZ
Wicker MS
Fischer NE
Heller NV
Corker TN
Cruz TX
Hatch U…"
02/07/2017,GlutenQueen,1149,0,1378,1815,10,False,69249,34877,"RT @jeremyscahill: Betsy DeVos is a billionaire right wing Christian supremacist who believes in theocratic education. Gross, cynical move…"
02/07/2017,JaSaMorgan,548,0,1374,2323,57,False,36373,65217,RT @DanaGoldstein: 3. Those will be big issues to watch under DeVos.
02/07/2017,pirateroh,0,0,141,149,15,False,88,655,Alameda: Teachers to rally against DeVos confirmation
02/07/2017,oncee,35,0,4975,3170,342,False,14924,30829,RT @gordongee: Here is my advice to Secretary of Education Betsy DeVos regarding urgent #highered issues. https://t.co/RLgwN1sp9n
02/07/2017,RuthSample,186,0,67,334,2,False,1200,3127,RT @AltNatParkSer: #BetsyDeVos - Our new Ed Sec has a $5.3M fine SHE STILL OWES - for breaking election laws in OH. #DeVos. https://t.co/oq…
02/07/2017,LaurenLavittNYC,1803,0,256,531,9,False,699,2335,RT @AltNatParkSer: We will campaign against every single senator who voted for #DeVos. That is a promise. Retweet and follow to join us!
02/07/2017,Goldni,0,1,2768,918,171,False,1000,27198,Fact: this puppy is more qualified than Betsy DeVos. https://t.co/7L9QGZsPFh
02/07/2017,_JohnPawl_,22,0,333,558,11,False,26891,15123,"RT @mommatortuga: Youth: Trump's in office and our future is screwed but at least we're getting our education and becoming smarter
Betsy De…"
02/07/2017,alienspice,187,0,179,551,4,False,2696,2061,RT @Rob_Rogers: Toomey's Headphones cartoon: https://t.co/ZsKcj9TIge #pattoomey #Toomey #devos #Trump #Pennsylvania https://t.co/Gurf5acNxG
02/07/2017,pamsky65,32,0,93,69,21,False,1908,4033,RT @Green_Footballs: The confirmation of Betsy DeVos is deeply disturbing. I feel like I’m watching America commit intellectual suicide in…
02/07/2017,heyJuliaJohns,0,0,966,771,13,False,1690,1176,"As someone who went to Space Camp for 3 days in 1996, I'm more qualified to be an astronaut than Betsy DeVos is to be Secretary of Education"
02/07/2017,melvyl,14,0,129,723,10,False,831,9308,RT @Brick_04: Teachers Union after DeVos confirmation https://t.co/ErOwQ3SibO
02/07/2017,ludimar47,6882,0,767,1813,46,False,3702,21863,"RT @POTUS: Senate Dems protest to keep the failed status quo. Betsy DeVos is a reformer, and she is going to be a great Education Sec. for…"
02/07/2017,robin_locksmith,27384,0,120,81,2,False,1368,8180,RT @SethMacFarlane: Betsy DeVos confirmed.  What is also confirmed is that there is not one single man of courage in the Republican Congres…
02/07/2017,TerraDragon13,5907,0,126,561,9,False,21403,16838,"RT @brianklaas: Just so we're clear, in the rest of the world there's a word for this: corruption. #DeVos https://t.co/xNt3Fqn26I"
02/07/2017,ninaSSS,1,0,781,1592,60,False,671,19839,"RT @growing0up0girl: He is a Christian extremist who agrees w/ DeVos' views of Christianity, LGBTQ, and white supremacy (yes, he is one of…"
02/07/2017,GretchenMHunt,8,0,1404,2210,48,False,8534,6897,"RT @thehuntinground: DeVos is confirmed as Secretary of Education. Now more than ever, we must hold her accountable to uphold Title IX. htt…"
02/07/2017,MStinso51278711,0,0,1225,1932,21,False,6059,8312,BREAKING: DeVos Confirmed In Historic VP-Tie Breaking Vote https://t.co/6D3yBnSU9E
02/07/2017,neveenmarsioo,18,0,2178,2260,1,False,1173,636,"RT @DKMatai: #LOL 

Entire #Trump Administration To Be Played By Women?

#MakeAShowRomantic DeVos Secretary of Education #TrumpBookReport #…"
02/07/2017,wvhones,0,0,106,208,9,False,174,1282,@wlabovitz I assume to placate to their base so they can say they tried. DeVos confirmation so unnerving. @thehill
02/07/2017,RoughNReady1,12197,0,11,52,0,False,441,474,"RT @SenSanders: We must support public education, not allow billionaires to make money privatizing it. We need 1 vote to defeat DeVos' dang…"
02/07/2017,thomas694,0,0,4,13,0,False,0,47,@Oginam_tv @onesarahjones @NewRepublic let's make America stupid again w devos! Hurray for Pence
02/07/2017,SleepyEndymion,404,0,7,123,1,False,210,447,"RT @BrianWithCheese: DeVos straight up admits that she bought her position.

This is where we are, now. https://t.co/JK00Xbgmyv"
02/07/2017,HabitStyle,23,0,5329,5614,29,False,13248,3265,RT @Richard_Schiff: A million bucks for DeVos to buy her way in. Our kids will be paying for decades! https://t.co/OqWYtjRLKp
02/07/2017,carol_ccornett,0,0,15,89,3,False,282,1229,Devos
02/07/2017,learn2swim442,789,0,599,584,16,False,123,9298,"RT @AltNatParkSer: Future math curriculum:

If you have $200M and need 51 votes, how much money will you have to give each Senator to buy t…"
02/07/2017,elbell_11,2197,0,545,884,3,False,4402,4938,"RT @Travon: Between DeVos, poison water, more guns and ignoring climate change, Republicans remain the biggest threat to your child's futur…"
02/07/2017,itsryface,108,0,109,235,17,False,16079,28961,"RT @ashly_burch: All right, y'all. DeVos was a battle, but there's still a war going. Call your reps and tell them to vote NO on Sessions."
02/07/2017,PreppersMatch,462,0,721,1000,17,False,7965,4518,RT @TEN_GOP: The tragic brainwashing and dumbing down of our kids in full display... This is why we need Betsy DeVos for Secretary of Educa…
02/07/2017,melnina708,0,0,15,80,1,False,154,97,segregation in schools  here we come   DeVos
02/07/2017,brian_flagg,359,0,289,441,6,False,4026,23382,RT @Smooth_Orator: GOP gon tell yall to get an education to get a better job and Devos gon make sure yall kids can't learn anything. Sensat…
02/07/2017,Rhinosgirl74,690,0,45,171,0,False,3061,1112,RT @MMFlint: Our great state of Michigan has given you Donald Trump (10K vote margin) &amp; Betsy DeVos (she's worked tirelessly here to destro…
02/07/2017,KingJemeryas,206,0,160,143,4,False,14242,11854,RT @bradlander: By far the best response to the confirmation of DeVos as Anti-Education Secretary is today's walkout by NYC public school s…
02/07/2017,na9er160,15,7,152,49,1,False,33,605,"She's Beautiful ! (905)
DeVos  
https://t.co/hVTmvHfHGw"
02/07/2017,RowenaGreen,2503,0,110,315,12,False,2634,2892,"RT @Alt_DeptofED: Up re-election in 2018: Flake, Wicker, Fischer, Heller, Corker, Cruz, Hatch, Barrasso. They voted yes on DeVos. #votethem…"
02/07/2017,CoachRenate,225,0,104,137,5,False,20,200,RT @kw4congress: 2018 is right around the corner below are the Senators who have received donations from the Devos family #resist #NoOnDeVo…
02/07/2017,BlueCatTwo,874,0,13,97,1,False,154,1878,RT @RogueNASA: Science Teachers on Why Betsy DeVos Is a 'Monstrous Mistake' https://t.co/Xl61uYX8aD via @gizmodo
02/07/2017,dampweb,23994,0,65,113,0,False,3532,958,"RT @GeorgeTakei: The DeVos pledge: If your senator voted YES, you pledge to vote AGAINST them in the next election and to donate to their o…"
02/07/2017,Sergey_Sergey_G,5907,0,4980,5474,183,False,71229,182435,"RT @brianklaas: Just so we're clear, in the rest of the world there's a word for this: corruption. #DeVos https://t.co/xNt3Fqn26I"
02/07/2017,v_baricevic,1,0,456,511,36,False,27422,28554,RT @AliceEvansGruff: What's impressive about Betsy #DeVos as ES is her real life experience of attending public/state school + sending her…
02/07/2017,MeeestarCoke,27384,0,2234,4497,21,False,7135,4904,RT @SethMacFarlane: Betsy DeVos confirmed.  What is also confirmed is that there is not one single man of courage in the Republican Congres…
02/07/2017,TinaGillmor,4065,0,1998,1280,75,False,366,3250,RT @danpfeiffer: If you are really upset about the Besty DeVos confirmation consider running for your local school board. It's the best way…
02/07/2017,mizwizmizwiz,117,0,1980,2060,446,False,61640,88590,RT @TheLewisBlack: So Devos' confirmation is a science experiment? What happens when you choose someone who doesn't believe in public schoo…
02/07/2017,Jess_M_Brallier,1,0,106,112,4,False,2365,1047,"RT @arhomberg: skills, what skills? You don't go to school to acquire skills, do you? It's all about studying the bible I guess... https://…"
02/07/2017,Mistress_Jan,214,0,7290,6943,200,False,18037,74403,"RT @IMPL0RABLE: #TheResistance #EducationSecretary 

Dear Donny, the Resistance is keeping an eye on your cabinet of evil, now with Devious…"
02/07/2017,missEmilyCheree,785,0,4890,1934,33,False,8923,2273,RT @itzzkait: Wow the simpsons even predicted what would happen after Betsy DeVos won secretary of education https://t.co/5hQa11PikM
02/07/2017,dkmoll,2,0,328,351,16,False,593,8492,RT @garystager: Which of our friends will be first to run to D.C. to pose with Secretary DeVos? Will we have the courage &amp; integrity to shu…
02/07/2017,Angrybell,1,0,107,136,6,False,524,9584,"RT @DavidMastio: DeVos is no threat to traditional public education, but she'll be a disaster for charter schools https://t.co/KMdqL0dcwe #…"
02/07/2017,tonygatson,0,0,220,177,6,False,1002,25749,".@realDonaldTrump Thank you dumbass for nominating an even bigger dumbass, Betsy DeVos for sec. of education. Make America stupid again."
02/07/2017,MonicaRenee7292,0,0,387,420,7,False,11763,21804,Who tf is Betsy DeVos ??? 🤔 I keep seeing this name all over my timeline
02/07/2017,LizSmith63,55,0,318,259,19,False,7822,7174,"RT @KGBVeteran: BREAKING: Betsy Devos has been confirmed. That ""all night sit-in"" by the Democrats did nothing. Lol"
02/07/2017,TheHawkeyedOne,0,0,42,140,3,False,94,5244,"People are joking about DeVos, but there is a very fucking real chance that she will eliminate education about slavery in our history books."
02/07/2017,5user59,690,0,54,227,15,False,11437,7374,RT @MMFlint: Our great state of Michigan has given you Donald Trump (10K vote margin) &amp; Betsy DeVos (she's worked tirelessly here to destro…
02/07/2017,Queennihilist,404,0,131,169,0,False,1334,1736,"RT @BrianWithCheese: DeVos straight up admits that she bought her position.

This is where we are, now. https://t.co/JK00Xbgmyv"
02/07/2017,CaityBransby,8712,0,445,357,5,False,12349,595,RT @ItsDanSheehan: Very important to get your DeVos jokes in while people can still read
02/07/2017,SimonCapewell99,6422,0,2235,434,239,False,681,35637,RT @stevesilberman: Betsy DeVos literally bought and paid for those yes votes. [via @xdelmar59] https://t.co/XICA1Ja8Ab
02/07/2017,BrookeCompton_,87,0,228,64,3,False,3506,7174,"RT @jobeckerhrw: Hundreds of NYC high school students walk out as US Senate confirms Betsy DeVos as Ed Sec.
https://t.co/y0GqWEB9Wh https:/…"
02/07/2017,lilbird77,24548,0,310,331,7,False,639,1392,"RT @StephenAtHome: Elementary math under Betsy Devos
Q: Ned and Sheryl each have 4 apples. Who has more apples?
A: Whomever Mike Pence deci…"
02/07/2017,SunshineCowger,24548,0,76,151,11,False,3214,2984,"RT @StephenAtHome: Elementary math under Betsy Devos
Q: Ned and Sheryl each have 4 apples. Who has more apples?
A: Whomever Mike Pence deci…"
02/07/2017,RealSeanFintak,105,0,454,153,86,False,46543,42908,"RT @YoungDems4Trump: 🚨DeVos' historical tie breaking confirmation was a legendary!

🚨Biggest winner today:

👨‍👩‍👧‍👦Parents wanting school c…"
02/07/2017,SLMRebeiro,0,0,147,70,4,False,102,148,"Got Democratic Senators to FIGHT. Humiliated DeVos. We Are. Not. Done.
Don't give up. Don't shut up. Don't sit down. Don't give in. #resist"
02/07/2017,KahlerSabrina,416,0,1267,72,111,False,63771,63672,"RT @BigStick2013: Congratulations to Secretary of Education Betsy DeVos...Despite all the money by Teachers Unions you have prevailed 

🎉🎈🎈…"
02/07/2017,lonegamer78,28,0,283,512,15,False,27280,111332,"RT @_lifestyled: Somehow, democrats are to blame for DeVos, despite every dem senator voting against her today. https://t.co/BoGWj0Kxny"
02/07/2017,JasBarrera,19,0,165,637,14,False,6796,17526,RT @TheSpaceGal: Science teachers on why #BetsyDeVos is a monstrous mistake: https://t.co/LcT31WWgGY
02/07/2017,gdlga,80,0,19,202,1,False,4245,839,"RT @ErickFernandez: Al Franken on Betsy DeVos: ""...she is the most incompetent cabinet-level nominee I have ever seen.""
https://t.co/GgpmtV…"
02/07/2017,LynnWieman,182,0,11,23,0,False,243,117,RT @StopTrump2020: We had a loss today with the confirmation of Devos (profits over our children's education).  We are not going away &amp; we…
02/07/2017,costman77,145,0,84,208,13,False,17267,8063,RT @oliverdarcy: Vanity Fair film critic @rilaws just deleted this tweet saying Betsy DeVos’ policies “will kill children” https://t.co/YLH…
02/07/2017,SarahPieczy1,333,0,136,384,21,False,17408,10250,RT @democracy4ppl: #SenateGOP just ignored #DeVos' absence of qualification so a billionaire contributor could become #EducationSecretary.…
02/07/2017,matbo2,3,0,3078,4996,212,False,43225,178108,"RT @jonathanjewel: Future Las Vegas day after 2018 election headline
 
@sendeanheller
@nealpatel22

#Devos https://t.co/YBfR8Z8nil"
02/07/2017,mary_webb_,8712,0,457,520,2,False,5071,772,RT @ItsDanSheehan: Very important to get your DeVos jokes in while people can still read
02/07/2017,Its_MekaBaaaby,0,0,2929,2962,4,False,436,7431,Can Devos make our children's education great again?
02/07/2017,UCSB_OakleyLab,467,0,1407,1821,41,False,520,2182,"RT @jdgrsn: Senators up for reelection in 2018 who voted DeVos,

FLAKE- AZ
WICKER- MS
FISCHER- NE
HELLER- NV
CORKER- TN
CRUZ- TX
HATCH- UT…"
02/07/2017,FonteRodrigues,690,0,306,902,53,False,3112,17005,RT @MMFlint: Our great state of Michigan has given you Donald Trump (10K vote margin) &amp; Betsy DeVos (she's worked tirelessly here to destro…
02/07/2017,EspeOppenheimer,27384,0,846,528,200,False,50526,89026,RT @SethMacFarlane: Betsy DeVos confirmed.  What is also confirmed is that there is not one single man of courage in the Republican Congres…
02/07/2017,Goddyleader,343,0,527,478,13,False,3544,5995,"RT @TEN_GOP: The democrats are powerless. All they can do now is cry and kick, scream and protest. Congratulations to Betsy DeVos! We'll ke…"
02/07/2017,oohsprkly,404,0,120,256,17,False,2723,34655,"RT @BrianWithCheese: DeVos straight up admits that she bought her position.

This is where we are, now. https://t.co/JK00Xbgmyv"
02/07/2017,lizsalandar,0,0,13675,3894,75,False,20900,37318,DeVos Confirmation Makes Immigrants America’s Only Source of Educated People https://t.co/sPDA4mSWka via @BorowitzReport
02/07/2017,deesurgtec,610,0,164,1301,2,False,2992,1121,RT @jeremyscahill: Betsy DeVos at Education is a crime against public education and also just the institution of education. Horrible.
02/07/2017,TankWitch,24548,0,492,1048,52,False,4151,8123,"RT @StephenAtHome: Elementary math under Betsy Devos
Q: Ned and Sheryl each have 4 apples. Who has more apples?
A: Whomever Mike Pence deci…"
02/07/2017,Razzlenrose,7,0,285,359,29,False,9513,12406,RT @DailySignal: Live now: #CommonCore's one-size-fits-all approach to education isn't working—here's what Betsy DeVos can do. https://t.co…
02/07/2017,ninaliangg,857,0,42,93,0,False,320,150,RT @RowanBlanchard: Don't lose hope &amp; think this is our fault- we were averaging 1.5 mil senate calls/week &amp; got 2 GOP senators 2 vote NO-D…
02/07/2017,KenDiesel,0,1,5226,5095,78,False,23948,67533,NYC teacher: This DeVos confirmation will be terrible for education. Let's all walk out of class today and stop our learning.
02/07/2017,ally_tothe_G,359,0,13,27,0,False,252,333,RT @vicenews: Here's how Betsy DeVos became our next secretary of education https://t.co/kOAExogHs7
02/07/2017,CarlClink,0,0,107,752,3,False,1868,427,So apparently the Magic's owner is the father in law of Betsy DeVos. Does that mean we'll be seeing the @POTUS at Orlando Magic games? 🤔🤔
02/07/2017,jemgirl86,24548,0,56,218,1,False,2022,911,"RT @StephenAtHome: Elementary math under Betsy Devos
Q: Ned and Sheryl each have 4 apples. Who has more apples?
A: Whomever Mike Pence deci…"
02/07/2017,joojoobee49,4066,0,49,116,6,False,6197,3899,RT @danpfeiffer: If you are really upset about the Besty DeVos confirmation consider running for your local school board. It's the best way…
02/07/2017,MoreCrazyTalk,6,0,61,162,6,False,1014,3016,"RT @Amy_Siskind: Sessions makes DeVos look like a walk in the park!  His record on women's rights, civil rights, LGBTQ rights and immigrati…"
02/07/2017,ToSFanax,5273,0,58,165,2,False,2527,1989,"RT @jbendery: Al Franken, after DeVos narrowly gets confirmed. Yeeowtch. https://t.co/kOnsLageXD"
02/07/2017,IndivisibleBgky,25,0,238,423,7,False,220,490,RT @JCrongeyer: Is there any question how she got the cabinet spot?! #draintheswamp  https://t.co/gZYcPA37ax
02/07/2017,PSUCommRadio,0,0,1244,191,38,False,168,10294,Tune into our newscast at 5:30 to learn more about the death at a PSU fraternity and the confirmation of education secretary Betsy DeVos.
02/07/2017,arendtfan,15,0,144,617,17,False,911,5741,"RT @rosemhook: (2/2) Senators who voted 4 DeVos w/ terms up in 2018:
@SenBobCorker 
@SenTedCruz 
@SenOrrinHatch @SenJohnBarrasso 
#drainthe…"
02/07/2017,DoItLikeTori,5907,0,2209,1267,24,False,80321,103615,"RT @brianklaas: Just so we're clear, in the rest of the world there's a word for this: corruption. #DeVos https://t.co/xNt3Fqn26I"
02/07/2017,ToJustGo,3556,0,298,75,4,False,1,1397,"RT @funder: Letter from 5 US Sens asking #BetsyDeVos to pay her $5.3M fine-for breaking election laws in Ohio

#dworkinreport #resist #devo…"
02/07/2017,NCResist,1803,0,4186,3897,17,False,66792,114113,RT @AltNatParkSer: We will campaign against every single senator who voted for #DeVos. That is a promise. Retweet and follow to join us!
02/07/2017,AshrumtheBlack,3318,0,4,40,1,False,129,133,"RT @joss: Rejecting DeVos was the GOP's easiest way to say ""Mr Prez, let's take this slow, we got 4 yrs"". Instead they declared war on our…"
02/07/2017,Deb_Clink,610,0,124,593,28,False,3116,11686,RT @jeremyscahill: Betsy DeVos at Education is a crime against public education and also just the institution of education. Horrible.
02/07/2017,Zellie66,23,0,42,174,1,False,734,1218,RT @Richard_Schiff: A million bucks for DeVos to buy her way in. Our kids will be paying for decades! https://t.co/OqWYtjRLKp
02/07/2017,janettecampos_,370,0,1420,1121,3,False,4531,24776,RT @PRESlDENTBANNON: The confirmation of Betsy DeVos ensures the decline of intelligence. It is a crucial step towards gaining full control…
02/07/2017,thatgirlfrmOhio,690,0,58,107,2,False,1358,727,RT @MMFlint: Our great state of Michigan has given you Donald Trump (10K vote margin) &amp; Betsy DeVos (she's worked tirelessly here to destro…
02/07/2017,CelesteHeadlee,1,0,8498,1333,324,True,3797,40625,RT @AtlantaNewsFeed: WXIA/11 Alive: DeVos confirmation sparks protests in Atlanta https://t.co/rYEHZcgAsm
02/07/2017,dieb1948,13,0,544,91,20,False,12130,17647,"RT @TrumpPence45: Trump is your President.
Pence is your Vice President.

And guess what?

Betsy Devos is your Secretary of Education. Deal…"
02/07/2017,deb4liberty,145,0,1547,1905,62,False,14627,30129,RT @oliverdarcy: Vanity Fair film critic @rilaws just deleted this tweet saying Betsy DeVos’ policies “will kill children” https://t.co/YLH…
02/07/2017,OmahaDC,1109,0,43,155,20,False,5206,6525,RT @HalfOnionInABag: You can help the Network for Public Education fight her agenda. All of the information to get started is here: https:/…
02/07/2017,JTSunday,24548,0,181,361,0,False,10509,5195,"RT @StephenAtHome: Elementary math under Betsy Devos
Q: Ned and Sheryl each have 4 apples. Who has more apples?
A: Whomever Mike Pence deci…"
02/07/2017,kdhindes,7984,0,475,302,0,False,6213,7464,"RT @ALT_DOJ: The Senators who voted for DeVos whose terms are up in 2018

Flake AZ
Wicker MS
Fischer NE
Heller NV
Corker TN
Cruz TX
Hatch U…"
02/07/2017,myohmaya7,27384,0,1215,321,0,False,14574,22997,RT @SethMacFarlane: Betsy DeVos confirmed.  What is also confirmed is that there is not one single man of courage in the Republican Congres…
02/07/2017,dustyray32,0,0,27,83,1,False,1476,389,@AndyBottoms my wife is a public school teacher as well. Special Education. I'm optimistic with some of Devos's views. Time will tell.
02/07/2017,realdinaldtrumf,0,0,0,0,0,False,0,2,#realDonaldTrump Betsy DeVos contributed millions to my campaign. Very smart. Need more Cabinet Members like her! #TrumpLiesMatter
02/07/2017,NoFakeNuze,0,0,0,1,0,False,24,809,EXACTLY. Drumpf likes em dumb n uneducated. SHEEPLES! https://t.co/Odka4vikWr via @BorowitzReport
02/07/2017,emilyr0es,7984,0,180,344,1,False,758,4181,"RT @ALT_DOJ: The Senators who voted for DeVos whose terms are up in 2018

Flake AZ
Wicker MS
Fischer NE
Heller NV
Corker TN
Cruz TX
Hatch U…"
